scientific_name,Adult_svl_cm,Body_mass_g,Maturity_d,Max_longevity_d,Longevity_d,Litter_clutch_size,Trophic_level,Diel_activity,Habitat_breadth_IUCN
Diporiphora albilabris,,6.684033846,,,,3.7,Carnivore,Other,1
Diporiphora ameliae,,9.597003158,,,,,,,
Diporiphora amphiboluroides,,27.60288928,,,,12.0002591,Carnivore,Other,2
Diporiphora arnhemica,,7.980796752,,,,4.4,,,2
Diporiphora australis,,14.859,,,,4.499935169,Carnivore,Other,4
Diporiphora bennettii,,16.70545307,,,,4.300312336,Carnivore,Other,2
Diporiphora bilineata,,11.0203931,,,,5.750236264,Carnivore,Other,5
Diporiphora convergens,,1.186097683,,,,,,,1
Diporiphora lalliae,,14.27803797,,,,,,Other,4
Diporiphora linga,,7.19724489,,,,,,Other,3
Diporiphora mag,,24.09952714,,,,,Carnivore,Other,4
Diporiphora margaretae,,6.493172168,,,,6,,Other,
Diporiphora nobbi,,12.85110659,,986.175,803.55,6.000673539,Carnivore,Other,6
Diporiphora paraconvergens,,6.819558236,,,,2.999926591,Omnivore,Other,
Diporiphora phaeospinosa,,13.68864413,,,,,,Other,
Diporiphora pindan,,7.19724489,,,,,,Other,5
Diporiphora regie,,12.0751797,,,,,,Other,2
Diporiphora superba,,28.50509134,,,,6.499800097,,Other,4
Diporiphora valens,,15.4762722,,,,,,Other,2
Diporiphora vescus,,7.781235583,,,,,,Other,
Diporiphora winneckei,5.69,3.878062772,365.28,2191.5,,2.999926591,Omnivore,Other,2
Dipsadoboa aulica,,50.91654355,,,,,,,
Dipsadoboa brevirostris,,66.51365781,,,,,,,
Dipsadoboa duchesnii,,275.4114352,,,,,,,
Dipsadoboa flavida,,36.30390274,,,,,,,
Dipsadoboa shrevei,,202.784136,,,,,,,
Dipsadoboa underwoodi,,33.409752,,,,,,,
Dipsadoboa unicolor,,219.4,,,,,,,
Dipsadoboa viridis,,202.3019179,,,,,,,
Dipsadoboa weileri,,105.6908755,,,,,,,
Dipsadoboa werneri,,178.5243787,,,,,,,
Dipsas albifrons,,75.36777819,,,,,,,
Dipsas alterns,,79.36641174,,,,,,,
Dipsas andia,,109.3978183,,,,,,,
Dipsas articulata,,71.29265151,,,,2.5,,,2
Dipsas baliomelas,,15.78805635,,,,,,,
Dipsas bicolor,,26.49250069,,,,,,,
Dipsas brevifacies,,45.39708083,,,,,,,
Dipsas bucephala,,49.6,,,,,,,
Dipsas catesbyi,,69.50243176,,,,2.5,,,2
Dipsas chaparensis,,346.0196889,,,,,,,
Dipsas copei,,168.6776513,,,,,,,
Dipsas elegans,,136.1222341,,,,,,,
Dipsas ellipsifera,,52.26980945,,,,,,,
Dipsas gaigeae,,44.63417961,,,,,,,
Dipsas gracilis,,86.89802146,,,,,,,
Dipsas incerta,,79.94171275,,,,,,,
Dipsas indica,,180.9,,,,,,,
Dipsas maxillaris,,17.03041195,,,,,,,
Dipsas nicholsi,,102.3146496,,,,,,,
Dipsas oreas,,8.095479496,,,,,,,
Dipsas pakaraima,,93.98616553,,,,,,,
Dipsas pavoni,,85.50333564,,,,1,,,2
Dipsas perua,,148.1759043,,,,,,,
Dipsas petersi,,,,,,,,,
Dipsas praeorta,,76.71807447,,,,,,,
Dipsas pratti,,104.436011,,,,,,,
Dipsas sanctijoannis,,31.31642862,,,,,,,
Dipsas sazimai,,48.83261797,,,,,,,
Dipsas schunkii,,136.4791568,,,,,,,
Dipsas temporalis,,63.39348556,,,,,,,
Dipsas tenuissima,,37.91574925,,,,,,,
Dipsas trinitatis,,82.81830269,,,,,,,
Dipsas variegata,,63.39348556,,,,,,,
Dipsas vermiculata,,48.19738988,,,,,,,
Dipsas viguieri,,53.70158982,,,,,,,
Dipsi multimaculata,,14.52922974,,4565.625,3652.5,3.5,Carnivore,Other,
Dipsosaurus dorsalis,11.563,115.5313237,1278.48,5332.65,5332.65,4.75,Herbivore,Other,3
Dispholidus typus,,558.4701947,,3177.675,3177.675,16.5,Carnivore,Other,
Ditaxodon taeniatus,,126.9787053,,,,,,,
Ditypophis vivax,,8.614892739,,,,,,,
Dixonius aaronbaueri,,1.388604734,,,,,,Nocturl,
Dixonius hangseesom,,1.510547919,,3725.55,,,Carnivore,Nocturl,
Dixonius kaweesaki,,,,,,,,Nocturl,
Dixonius melanostictus,,2.805950415,,,,,,Nocturl,
Dixonius minhlei,,,,,,,,Nocturl,
Dixonius siamensis,5.7,4.018226965,,,,1.930189728,Carnivore,Nocturl,
Dixonius taoi,,,,,,,,Nocturl,
Dixonius vietmensis,,2.300720909,,,,2,Carnivore,Nocturl,3
Djokoiskandarus annulatus,,125.3141175,,,,,,,
Dogania subpla,,4325.13831,,,,,,,
Dolichophis caspius,,1200.5,,,,10,,,8
Dolichophis jugularis,,1199.499303,,3762.075,,9.5,Carnivore,Other,9
Dolichophis schmidti,,386.6,,,,9,,,8
Dopasia buettikoferi,,6.909154855,,,,,Carnivore,Other,
Dopasia gracilis,19.27,136,,,,5.150172675,Carnivore,Other,
Dopasia hainensis,,75.1311447,,,,21,,Other,
Dopasia harti,,75.87887875,,,,5.750336769,,Other,
Dopasia ludovici,,25.08054627,,,,,,Other,
Dopasia sokolovi,,18.61043568,,,,9,,Other,
Dopasia wegneri,,18.31157211,,,,,,Other,
Dracae guianensis,33,1963.305,,3889.9125,3396.825,8.499629594,Carnivore,Other,
Dracae paraguayensis,,3193.318928,,,,,Carnivore,Other,
Draco abbreviatus,,19.61680138,,,,3.5,Carnivore,Other,
Draco beccarii,7.193,5.4,,,,2.694674491,Carnivore,Other,
Draco biaro,7.325,4.581418867,,,,1.999930935,Carnivore,Other,
Draco bimaculatus,6.9165,4.10204103,,,,1.999930935,Carnivore,Other,2
Draco blanfordii,10.5,20.79696687,,,,4.500128771,Carnivore,Other,
Draco boschmai,7.866,7.3,,,,3.500257542,Carnivore,,
Draco caerulhians,7.459,5.6,,,,,Carnivore,Other,
Draco cornutus,8.3695,7.6,,,,3.500257542,Carnivore,Other,1
Draco cristatellus,8.8,7.5,,,,,Carnivore,Other,
Draco cyanopterus,8.078,8.222426499,,,,3.8,Carnivore,Other,3
Draco dussumieri,,8.69,,,,3.500128771,Carnivore,Other,3
Draco formosus,9.469,12.1,,,,3.500128771,,Other,
Draco guentheri,7.15,9,,,,,Carnivore,Other,4
Draco haematopogon,8.075,10.4,,,,2.5,Carnivore,Other,2
Draco indochinensis,10.5,12.70574105,,,,3,Carnivore,Other,
Draco iskandari,,4.804196742,,,,,Carnivore,Other,
Draco jareckii,,7.114265151,,,,,Carnivore,Other,4
Draco lineatus,7.193,7.3,,,,2.499884851,Carnivore,Other,1
Draco maculatus,7.5,6.516283941,,,,3.500128771,Carnivore,Other,6
Draco maximus,12.855,29,,,,3.5,Carnivore,Other,
Draco melanopogon,8.135,7.8,,,,1.9749223,Carnivore,Other,
Draco mindanensis,8.775,15.85,,,,2.249884851,Carnivore,Other,2
Draco modiglianii,7.193,4.3,,,,1.500015095,Carnivore,Other,
Draco norvillii,10.5,12.70574105,,,,,Carnivore,Other,
Draco obscurus,9.469,13.3,,,,3,Carnivore,Other,
Draco ortus,8.358,7.6,,,,,Carnivore,Other,2
Draco palawanensis,8.153,6.137620052,,,,2.999926591,Carnivore,Other,
Draco quadrasi,6.975,6.4,,,,,Carnivore,Other,5
Draco quinquefasciatus,9.917,12.1,,,,2.5,Carnivore,Other,
Draco reticulatus,7.932,19.6,,,,2.5,Carnivore,Other,3
Draco rhytisma,7.193,6.1,,,,1.500015095,Carnivore,,
Draco spilonotus,7.193,5.22396189,,,,2.499884851,Carnivore,Other,
Draco spilopterus,8.702,10.2,213.08,,,4.249935169,Carnivore,Other,
Draco sumatranus,7.866,7.345138682,,,,3.5,Carnivore,Other,
Draco supriati,,5.777199687,,,,,Carnivore,Other,
Draco taeniopterus,7.16,5.754399373,,,,2.999926591,Carnivore,Other,2
Draco timorensis,7.866,7.8,,,,3.149884851,,,
Draco timoriensis,,,,,,2.5,Carnivore,Other,
Draco volans,7.866,8.475,258.74,1095.75,,4.249935169,Carnivore,Other,
Draco walkeri,,7.42365987,,,,,Carnivore,Other,
Drepanoides anomalus,,107.3989412,,,,2.5,,,
Dromicodryas bernieri,,196.7443145,,,,5,,,5
Dromicodryas quadrilineatus,,251.2943216,,,,,,,
Dryadosaura nordesti,,4.184346917,,,,2.499884851,Carnivore,Other,
Drymarchon caudomaculatus,,472.9756295,,,,,,,
Drymarchon couperi,,944.0643741,,9386.925,4236.9,9.25,Carnivore,Other,3
Drymarchon margaritae,,353.9973411,,9459.975,4236.9,9.5,,,2
Drymarchon melanurus,,1827.6,,7305,4236.9,9,Carnivore,Other,8
Drymobius chloroticus,,186.2043568,,,,,,,
Drymobius margaritiferus,,246.4,,3524.6625,1570.575,5.25,Carnivore,Other,9
Drymobius melanotropis,,228.1171036,,,,,,,
Drymobius rhombifer,,215.2781735,,,,,,,2
Drymoluber apurimacensis,,101.2289727,,,,,,,
Drymoluber brazili,,117.2097683,,,,,,,
Drymoluber dichrous,,228.2,,,,9,,,
Dryocalamus davisonii,,94.9,,,,,,,2
Dryocalamus gracilis,,34.81686575,,,,,,,
Dryocalamus nympha,,23.91657878,,,,,,,
Dryocalamus philippinus,,9.702549836,,,,,,,
Dryocalamus subannulatus,,47.4,,,,,,,1
Dryocalamus tristrigatus,,39.28224677,,,,,,,
Dryophiops philippi,,67.78207538,,,,,,,
Dryophiops rubescens,,186.2087137,,,,,,,2
Drysdalia coronoides,,36.89887993,,,,5.6,,,1
Drysdalia mastersii,,27.79856634,,,,2.8,,,3
Drysdalia rhodogaster,,27.79856634,,,,4.9,,,5
Duberria lutrix,,15.81248039,,,,,,,3
Duberria rhodesia,,10.48564274,,,,,,,
Duberria shira,,14.65547841,,,,,,,
Duberria variegata,,11.31200182,,,,,,,
Ebevia inunguis,,1.718900414,365.28,,,1.461503972,Carnivore,Other,2
Ebevia maintimainty,,0.385340361,,,,1,Carnivore,Nocturl,3
Echinthera amoe,,44.22941862,,,,,,,
Echinthera cephalomaculata,,38.90225725,,,,,,,
Echinthera cephalostriata,,42.3321483,,,,,,,
Echinthera cyanopleura,,40.96303299,,,,,,,
Echinthera melanostigma,,86.89802146,,,,,,,
Echinthera undulata,,44.43156337,,,,,,,
Echinosaura brachycephala,,11.72448777,,,,,,Other,2
Echinosaura keyi,,,,,,,,Other,
Echinosaura orcesi,,13.30227209,,,,,,,2
Echinosaura palmeri,6.592,8.222426499,,,,1.999930935,,Other,4
Echinosaura pamensis,6.592,9.862794856,,,,,,,1
Echinosaura sulcarostrum,,1.510273765,,,,1.999930935,Carnivore,,1
Echiopsis curta,,73.8,288,,,7.05,,,5
Echis borkini,,93.93616553,,,,,,,
Echis caritus,,142,,8692.95,6501.45,10.75,Carnivore,Other,
Echis coloratus,,244.135868,1461.12,10336.575,7323.2625,7,Carnivore,Nocturl,
Echis hughesi,,324.9436487,,,,,,,
Echis jogeri,,15.68375535,,,,,,,
Echis leucogaster,,142,,5588.325,6501.45,14,Carnivore,Nocturl,3
Echis megalocephalus,,96.39145118,,,,,,,
Echis ocellatus,,162.5,,8692.95,6501.45,14,,,
Echis omanensis,,272.2850654,,,,,,,
Echis pyramidum,,117.9,,5588.325,6501.45,13,Carnivore,Nocturl,7
Ecpleopus gaudichaudii,,1.683623606,,,,,Carnivore,,
Egernia cunninghami,22,262.64,1826.325,12144.5625,7487.625,4.4,Herbivore,Other,4
Egernia cygnitos,,36.21214992,,,,,,Other,
Egernia depressa,11.7,20,,4364.7375,,2.25,Omnivore,Other,1
Egernia douglasi,10.779,119.3988104,,1205.325,1205.325,4.275,,,2
Egernia eos,,29.30446623,,,,,,Other,
Egernia epsisolus,,29.30446623,,,,,,Other,
Egernia formosa,,26.79584162,,,,3,Omnivore,Other,3
Egernia hosmeri,,100.7689814,1461.12,9313.875,5076.975,2.75,Herbivore,Other,1
Egernia kingii,21.629,277.985,1095.84,4748.25,,5.75,Herbivore,Other,5
Egernia mcpheei,,68.34558236,,,,3,Carnivore,Other,2
Egernia poleonis,,54.07543229,,,,2.25,Omnivore,Other,3
Egernia pilbarensis,,39.80535853,,,,,,Other,1
Egernia richardi,,25.18838464,,,,,,Other,2
Egernia rugosa,,286.9890291,,,,4,Omnivore,Other,5
Egernia saxatilis,,39.86724082,547.92,2922,,2.5,Omnivore,Other,1
Egernia stokesii,18.175,198.76,2009.04,7889.4,6647.55,4.5,Herbivore,Other,3
Egernia striolata,10.779,36.64,913.2,3342.0375,1205.325,4,Omnivore,Other,7
Eirenis africa,,15.4262722,,,,,,,
Eirenis aurolineatus,,18.19850429,,,,,,,
Eirenis barani,,19.38210982,,,,,,,
Eirenis collaris,,11.68404809,,,,6,,,6
Eirenis coronella,,5.998955381,,,,,,,
Eirenis coronelloides,,6.391226155,,2556.75,,,Carnivore,Other,
Eirenis decemlineatus,,48.00615672,,7305,,6,Carnivore,Other,6
Eirenis eiselti,,11.42756471,,,,,,,
Eirenis kermanensis,,5.894218277,,,,,,,
Eirenis levantinus,,16.50980899,,,,,,,
Eirenis lineomaculatus,,6.297530914,,,,,,,
Eirenis medus,,5.998955381,,,,,,,
Eirenis modestus,,32.03134662,,,,5.5,,,5
Eirenis persicus,,142.5303797,,,,,,,
Eirenis punctatolineatus,,32.03134662,,,,7,,,4
Eirenis rechingeri,,7.584164475,,,,,,,
Eirenis rothii,,6.302778137,,3615.975,,3,Carnivore,Nocturl,2
Eirenis thospitis,,17.97756471,,,,,,,
Elachistodon westermanni,,66.51365781,,,,,,,
Elaphe anomala,,521.4,1643.58,5003.925,3086.3625,12,,,
Elaphe bimaculata,,66.51365781,,,,6.5,,,3
Elaphe carita,,1200.5,,,,4,,,
Elaphe climacophora,,486.760543,1339.36,5131.7625,4583.8875,8.1,Carnivore,Other,4
Elaphe davidi,,203.8021039,,,,6.5,,,
Elaphe dione,,117.2097683,,,,9.5,,,8
Elaphe quadrivirgata,,328.0952931,1095.28,9259.0875,6136.2,10.9,Carnivore,Other,4
Elaphe quatuorlineata,,3394.15,,1899.3,1789.725,10.75,,Other,5
Elaphe sauromates,,434.8285769,,3360.3,1680.15,11,Carnivore,Other,10
Elaphe schrenckii,,417.9881666,,5241.3375,5003.925,14.5,Carnivore,Other,
Elaphe zoigeensis,,84.71137071,,,,,,,
Elapogthus corotus,,103.2880703,,,,,,,
Elapogthus minor,,47.5667613,,,,9.7,,,3
Elapoidis fusca,,20.19183182,,,,,,,
Elapomorphus quinquelineatus,,168.6776513,,,,,,,
Elapomorphus wuchereri,,256.5242018,,,,,,,
Elapotinus picteti,,3.006503012,,,,,,,
Elapsoidea boulengeri,,134.5430177,,3141.15,3141.15,,,,
Elapsoidea broadleyi,,24.60183802,,,,,,,
Elapsoidea chelazzii,,31.28039684,,,,,,,
Elapsoidea guentherii,,79.9,,4236.9,3689.025,,,,
Elapsoidea laticincta,,62.51726928,,4236.9,3689.025,,,,
Elapsoidea loveridgei,,99.7,,4236.9,3689.025,,,,
Elapsoidea nigra,,100.0309705,,4236.9,3689.025,7.5,Carnivore,Nocturl,2
Elapsoidea semiannulata,,73.79521151,,3141.15,3141.15,,,,
Elapsoidea trapei,,106.902744,,,,,,,
Elasmodactylus tetensis,,19.07730359,,,,2,,Nocturl,2
Elasmodactylus tuberculosus,,9.954,,,,1.999930935,Carnivore,Nocturl,5
Elgaria cedroensis,,29.54006233,,,,7.000015796,Carnivore,Other,6
Elgaria cedrosensis,,13.59156723,,,,,Carnivore,Other,
Elgaria coerulea,9.528,25.1,1156.72,2922,840.075,5.4,Carnivore,Other,1
Elgaria kingii,9.3,11.45349635,,4529.1,4492.575,12,Carnivore,Other,6
Elgaria ,11.093,31.5,547.92,4529.1,3579.45,11.45,Carnivore,Other,6
Elgaria paminti,,67.29883281,,,,8.000184449,Carnivore,Other,4
Elgaria velazquezi,,34.99725835,,,,,,Other,2
Elseya albagula,,6183.675151,,7962.45,7962.45,5,,,
Elseya branderhorsti,,10423.17429,,,,,,,
Elseya dentata,,4295,,7834.6125,7962.45,6.25,,Other,
Elseya irwini,,4295,,9459.975,7962.45,7.75,,Nocturl,
Elseya lavarackorum,,3913.415849,,7962.45,7962.45,5,,,
Elseya novaeguineae,,3013.006024,,7743.3,8820.7875,6,,,
Elusor macrurus,,40533.68165,,10957.5,,14.75,,,
Emmochliophis fugleri,,16.50980899,,,,,,,
Emmochliophis miops,,14.99842418,,,,,,,
Emoia adspersa,,17.01079254,,,,1.700101501,Carnivore,Other,2
Emoia aenea,,7.389521151,,,,1.999930935,,Other,3
Emoia ahli,,4.601282868,,,,,,,1
Emoia aneityumensis,,18.56765812,,,,4.499935169,,,2
Emoia arnoensis,,22.21654945,,,,1.999930935,,Other,3
Emoia atrocostata,9.2065,17.16,273.96,1369.6875,,1.975,Carnivore,Other,
Emoia aurulenta,,2.211654945,,,,1.999930935,,Other,2
Emoia battersbyi,,9.316271504,,,,,,,2
Emoia baudini,,6.197205375,,,,1.999930935,Carnivore,Other,
Emoia bismarckensis,,7.47365987,,,,1.999930935,,Other,2
Emoia boettgeri,,9.27349087,,,,1.999930935,,Other,4
Emoia bogerti,,3.908709386,,,,2,,,4
Emoia brongersmai,,6.722640138,,,,1.999930935,,,2
Emoia caeruleocauda,6.5,5.6,,,,1.99986187,Carnivore,Other,3
Emoia callisticta,,3.305655607,,,,1.999930935,Carnivore,,1
Emoia campbelli,,20.19183182,,,,1.999930935,,Other,2
Emoia coggeri,,2.282322154,,,,1.999930935,,,1
Emoia concolor,,18.21947851,,3250.725,3250.725,2.249930935,Omnivore,Other,4
Emoia cyanogaster,,20.82245442,,,,1.99986187,Carnivore,Other,3
Emoia cyanura,4.6765,5.357966575,273.96,,,1.980158708,Carnivore,Other,
Emoia cyclops,,3.511854355,,,,,,,1
Emoia digul,,3.483684252,,,,1.999930935,,,1
Emoia erron,,22.21654945,,,,,,,1
Emoia flavigularis,,8.694802146,,,,,Carnivore,Other,1
Emoia guttata,,7.799150553,,,,1.999930935,Carnivore,Other,2
Emoia impar,,2.298074324,273.96,,,1.500015095,Carnivore,Other,3
Emoia irianensis,,4.994422437,,,,1.999930935,,,1
Emoia isolata,,4.119998374,,,,1.999930935,Carnivore,Other,3
Emoia jakati,,2.812439987,,,,1.999930935,,Other,6
Emoia jamur,,2.497297363,,,,1.999930935,,Other,4
Emoia kitcheneri,,1.01519306,,,,,,,
Emoia klossi,,15.59776251,,,,,,,2
Emoia kordoa,,4.307595384,,,,1.999930935,,Other,
Emoia kuekenthali,,10.41158715,,,,,,,
Emoia laobaoense,,8.12352142,,,,,,Other,
Emoia lawesi,9.235,26,,,,1.65005698,Carnivore,Other,1
Emoia longicauda,,21.51390867,,,,1.999930935,,Other,
Emoia loveridgei,,1.776940251,,,,1.999930935,,,2
Emoia loyaltiensis,,11.89251114,,,,3.500128771,,Other,2
Emoia maculata,,6.803846793,,,,1.999930935,Carnivore,Other,2
Emoia maxima,,3.188566521,,,,1.999930935,,Other,9
Emoia mivarti,,3.402040949,,,,1.999930935,Carnivore,Other,5
Emoia mokolahi,,25.37564315,,,,,,Other,
Emoia mokosariniveikau,,3.120254347,,,,,,,1
Emoia monta,,6.8853422,,,,1.999930935,,,1
Emoia tivitatis,,,,,,2,Carnivore,Other,
Emoia tivittatis,,9.680254395,,,,2,,,
Emoia nigra,10.294,47.75292737,,,,2.609756572,Carnivore,Other,2
Emoia nigromargita,,10.48564274,,,,2.499884851,,,3
Emoia obscura,,4.982961607,,,,2,,,4
Emoia oribata,,9.294831934,,,,1.999930935,,,2
Emoia oriva,,15.28783029,,,,1.999930935,,Other,
Emoia paniai,,2.377524642,,,,1.999930935,,,2
Emoia parkeri,,2.905358559,,,,1.999930935,,Other,2
Emoia physicae,,9.492092317,,,,1.999930935,Carnivore,Other,4
Emoia physici,,2.39941646,,,,1.999930935,,Other,2
Emoia popea,,2.407730417,,,,1.999930935,,Other,1
Emoia popei,,5.378983288,,,,2,,Other,2
Emoia pseudocyanura,,6.803846793,,,,1.999930935,,,3
Emoia pseudopallidiceps,,5.18803416,,,,1.999930935,,,1
Emoia reimschiisseli,,9.680254395,,,,1.999930935,,,
Emoia rennellensis,,1.616525974,,,,2,,,5
Emoia ruficauda,,2.922210817,,,,1.99986187,,Other,4
Emoia rufilabialis,,5.485079814,,,,,Carnivore,Other,
Emoia samoensis,10,36.7,,,,4.5,Carnivore,Other,2
Emoia sanfordi,,34.99725835,,,,4.750172675,,Other,3
Emoia schmidti,,4.910197678,,,,1.999930935,Carnivore,Other,3
Emoia similis,,1.616525974,,,,1.999930935,,,
Emoia slevini,,12.273081,,,,1.999930935,,Other,2
Emoia sorex,,3.981390171,,,,2,Carnivore,,
Emoia submetallica,,5.096654355,,,,2,Carnivore,Other,2
Emoia taumakoensis,,3.908709386,,,,,Carnivore,Other,2
Emoia tetrataenia,,4.982961607,,,,,,,2
Emoia tonga,,8.486137071,,,,1.999930935,,Other,3
Emoia tropidolepis,,7.912506652,,,,1.999930935,,Other,2
Emoia trossula,,27.9949066,,,,3.500128771,Carnivore,Other,4
Emoia tuitarere,,17.01079254,,,,,Carnivore,Other,
Emoia veracunda,,2.711350654,,,,1.999930935,,,1
Emydocephalus annulatus,,195.8422337,,,,3.7,,,7
Emydocephalus ijimae,,178.5743787,913.1,,,,,,1
Emydocephalus szczerbaki,,105.8626863,,,,,,,
Emydoidea blandingii,,1584.65,5441.44,28124.25,16376.89688,9.935,,Other,9
Emydura macquarii,,4000,,7633.725,6702.3375,14.675,,Other,
Emydura subglobosa,,2128.139046,,18262.5,,9.06,,Other,
Emydura tanybaraga,,1791.350651,,,,8,,,
Emydura victoriae,,3013.006024,,,,,,,
Emys orbicularis,,1028.574014,4017.64,43830,10190.475,8.2,,Other,
Emys tricris,,548.2769649,,,,,,,
Enhydris alterns,,111.6431624,,,,,,,
Enhydris bocourti,,585,,,,,,,5
Enhydris chardi,,75.1811447,,,,,,,
Enhydris doriae,,293.6324826,,,,,,,
Enhydris enhydris,,601.1737375,,,,,,,15
Enhydris indica,,43.42551121,,,,,,,
Enhydris innomita,,1.209494799,,,,,,,
Enhydris jagorii,,60.53408748,,,,,,,3
Enhydris longicauda,,301.4003012,,,,,,,
Enhydris plumbea,,67,,,,,,,6
Enhydris punctata,,37.12676145,,,,,,,
Enhydris sieboldii,,271.5719634,,,,,,,
Enhydris subtaeniata,,402.8085172,,,,,,,
Enuliophis sclateri,,37.03403609,,,,,,,
Enulius bifoveatus,,9.470304381,,,,,,,
Enulius flavitorques,,29.10358559,,,,,,,
Enulius oligostichus,,6.691719588,,,,,,,
Enulius roatanensis,,11.41439167,,,,,,,
Enyalioides altotambo,,43.27569155,,,,,,Other,
Enyalioides anisolepis,,41.20487595,,,,,,Other,
Enyalioides azulae,,24.89428659,,,,,,Other,
Enyalioides binzayedi,,54.08771615,,,,,,,
Enyalioides cofanorum,14,84.5,,,,3.249926591,Carnivore,Other,3
Enyalioides heterolepis,,80.71175151,,,,4,Carnivore,Other,1
Enyalioides laticeps,11.403,122.4616199,,,,6.25028758,Carnivore,Other,
Enyalioides microlepis,,61.62975009,,,,,,Other,1
Enyalioides oshaughnessyi,,235.4524642,,,,,,Other,2
Enyalioides palpebralis,11.6,54.07543229,,,,2.999926591,Carnivore,Other,
Enyalioides praestabilis,,63.22059257,,,,5,,Other,2
Enyalioides rubrigularis,,66.51365781,,,,3,,Other,
Enyalioides rudolfarndti,,45.90990064,,,,,,Other,
Enyalioides sophiarothschildae,,75.1311447,,,,,,Other,
Enyalioides touzeti,,76.90652201,,,,,,Other,
Enyalius bibronii,,38.23967826,,,,8.618845185,Carnivore,Other,1
Enyalius bilineatus,,35.76364191,,,,4.200239739,Carnivore,Other,
Enyalius boulengeri,,51.62081846,,,,,Carnivore,,
Enyalius brasiliensis,,51.62081846,,,,9.499741829,Carnivore,Other,
Enyalius erythroceneus,,21.19180568,,,,,,Other,
Enyalius iheringii,,62.80291794,,,,13.65074052,Carnivore,Other,
Enyalius leechii,10.44,48.64072057,,,,12.32513799,Carnivore,Other,
Enyalius perditus,,23.70686853,,,,10.19999597,Omnivore,Other,
Enyalius pictus,,43.17595384,,,,,,,1
Epacrophis boulengeri,,2.380239117,,,,,,,
Epacrophis drewesi,,1.10203931,,,,,,,
Epacrophis reticulatus,,2.306032395,,,,,,,
Ephalophis greyae,,47.5667613,,,,,,,3
Epibator greeri,,4.382579161,,,,1.999930935,,,
Epibator nigrofasciolatum,,22.31417547,,3652.5,,7.5,Carnivore,Other,
Epicrates alvarezi,,1883.649089,,11322.75,6172.725,13,,,
Epicrates assisi,,1873.7,,11322.75,6172.725,13,,,
Epicrates cenchria,,1943.472402,,11322.75,6172.725,13.1,Carnivore,Nocturl,
Epicrates crassus,,1530.793593,,9131.25,6172.725,13,Carnivore,Nocturl,
Epicrates maurus,,1306,,10647.0375,6172.725,12.5,Carnivore,Nocturl,
Epictia albipuncta,,7.980796752,,,,,,,
Epictia alfredschmidti,,3.886288225,,,,,,,
Epictia ater,,1.915984159,,,,,,,
Epictia australis,,1.409288798,,,,,,,3
Epictia borapeliotes,,1.977169728,,,,,,,
Epictia clinorostris,,2.418905409,,,,,,,
Epictia collaris,,1.2123081,,,,,,,
Epictia columbi,,2.116522457,,,,,,,
Epictia diaplocia,,2.585197891,,,,2,,,1
Epictia goudotii,,1.915984159,,,,10,,,
Epictia magmaculata,,2.181359262,,,,10,,,3
Epictia melanurus,,0.986373612,,,,,,,
Epictia munoai,,2.292799402,,,,,,,
Epictia salis,,1.176726629,,,,,,,
Epictia peruvia,,1.194251114,,,,,,,
Epictia rubrolineata,,,,,,,,,
Epictia rufidorsa,,3.413838933,,,,,,,
Epictia sigta,,1.2123081,,,,,,,
Epictia striatula,,3.398126363,,,,,,,
Epictia subcrotilla,,1.902730359,,,,,,,
Epictia teaguei,,1.2123081,,,,,,,
Epictia tenella,,3.707676145,,,,,,,
Epictia tesselata,,0.514831722,,,,,,,
Epictia tricolor,,6.50814197,,,,,,,
Epictia undecimstriata,,7.297287551,,,,,,,
Epictia unicolor,,1.624081196,,,,,,,
Epictia vellardi,,2.292799402,,,,,,,
Eremias acutirostris,,11.81520778,,,,4.5,Carnivore,Other,1
Eremias afghanistanica,,7.007276492,,,,,,Other,1
Eremias andersoni,,1.515543731,,,,,,Other,1
Eremias argus,,5.737724227,,4017.75,,3.275062259,Carnivore,Other,
Eremias arguta,6.9,22.85598803,334.84,,,3.624865011,Carnivore,Other,
Eremias aria,,5.310541296,,,,,,Other,1
Eremias brenchleyi,6.9,7.6,,,,4.000184255,Carnivore,Other,
Eremias buechneri,,6.699423047,,,,2.5,Omnivore,Other,
Eremias cholistanica,,3.50375937,,,,,Carnivore,Other,
Eremias dzungarica,,,,,,2.5,,Other,
Eremias grammica,5.986,22.85599402,,,,2.5,Carnivore,Other,3
Eremias intermedia,5.288,7.6,,,,1.999930935,Carnivore,Other,2
Eremias isfahanica,,,,,,,,Other,
Eremias kavirensis,,13.19128369,,,,,,Other,
Eremias kokshaaliensis,,4.377559368,,,,,,Other,1
Eremias kopetdaghica,,,,,,4,Carnivore,Other,
Eremias lalezharica,,8.308818856,,,,,,Other,4
Eremias lineolata,4.26,3.9,304.4,,,1.99986187,Carnivore,Other,1
Eremias monta,,4.921553435,,,,,,Other,
Eremias montanus,,,,,,,,,1
Eremias nigrocellata,6.03,13.27394458,,,,5.500236264,Carnivore,Other,2
Eremias nikolskii,6.599,9.77237221,,,,3.5,Carnivore,Other,
Eremias papenfussi,,5.585928745,,,,,,Other,
Eremias persica,7.9525,21.5,1095.76,5104.36875,3520.096875,5.000172675,Carnivore,Other,
Eremias pleskei,5.36,5.1,730.56,,,4,Omnivore,Other,1
Eremias przewalskii,,21.52781735,,,,3,Omnivore,Other,
